label	text
Other	@ononreklamlar Time dergisi için büyük onur
Other	"2021 yılının en etkili 100 kişisi arasına #Filistinli Muhammed ve Muna el-Kurd kardeşleri ekleyen Time Dergisi'ne kız kardeş Muna şöyle cevap verdi:
“Bütün bir halkın mücadelesini birkaç isme dayalı semboller haline getirmek Filistin halkını desteklemek için yeterli değildir. https://t.co/MSxbW7Ofor"
Other	"Times Medyanı'nda, günlük kiralama ücreti 357.000$ olan bir reklam panosunda reislerinin, danışmanlarına yazdırdığı kitabın reklamının yayınlanmasına sevinip ""World Leader Erdoğan"" diyen malum parti seçmenleri, Time Dergisi'nin bu kapak fotoğraflarına bakabilirler... https://t.co/XgMT9eI9NW https://t.co/ZOMovRCpwc"
True	"Yangın bize henüz geldiği için farkına vardık:
""İklim her şeydir.""

Malezyalı sanatçı Red Hong Yi'nin 50 bin kibrit çubuğuyla Time için hazırladığı kapak videosu: https://t.co/jDntX8i3Fw"
Other	"Time dergisi 2006 yılında Yılın Kişisi olarak You (Siz) demişti. O vakitler ""Broadcast yourself"" sloganını kullanan YouTube kanalını andıran bir kapak kullanmıştı. Aradan geçen 15 yılda vardığımız yer ""Tıklanma Çağı"" Birgün'den Cihangir Köroğlu konuyla ilgili hazırladığı haber. https://t.co/xCMcCS97gu https://t.co/1jKQOFZKHG"
True	Cengiz Holding, Boğaziçi Üniversitesi Rektörlüğü görevinden alınan Melih Bulu'nun kurum bünyesinde CEO olarak görevlendirildiğine ilişkin iddiayı yalanladı.
True	Cengiz Holding’den “Prof. Dr. Melih Bulu” açıklaması https://t.co/YBp5lnGizq https://t.co/4IvECyfqKo
True	"Cengiz Holding'den, ""Prof. Dr. Melih Bulu’nun Cengiz Holding veya iştirakleriyle herhangi bir ilişkisi bulunmamaktadır."" açıklaması yapıldı.
😀😀😀😀😀😀😀😀 https://t.co/iEwOpDNlmh"
True	"Melih Bulu hangi müziği dinleyeceği konusunda kararsız...
Tam karadeniz havalarına çalışıyordu ki Cengiz Holding fake attı...
#pazar
#ToplaBavulunuAKP https://t.co/fmy2xJMvnh"
True	@nevsinmengu Melih Bulu'nun Cengiz Holding'in CEO'su olduğunu sallayan üfürükçü haber kaynağı değil mi bunlar Nevşin Hanım. İtibar etmeyin bu tür sayfalara.
Other	@bit_gossip ya bu nasıl bi para hırsı bilader cengiz holding misiniz siz, kripto olsa ne olur olmasa ne olur kafa aynı kafa
True	Melih Bulu'nun Cengiz Holding Üst Yöneticisi olduğuna ilişkin sosyal medya paylaşımları holding tarafından yalanlandı https://t.co/yV85dSn8CV https://t.co/VguLUjuptM
True	"""Melih Bulu, Cengiz Holding'e CEO olmuş"" diye bazı haber portallarında Paylaşıldı, Cengiz Holding ""haberi"" Yalanladı. 

#MelihBulu #CengizHolding #CEO #bogaziciuniversitesi"
Other	"@Reisinneferi47 Bakalım kolin inşaat oldu holding birde cengiz diye biri dev bir inşaat firmasına dönüştü toptancı rönesans Tıp fakültelerine sahip oldu.
Hovarda aliağa Türkiyeyi parselledi.
Bilümüm iş adamlarına vergi kakalayıp medayaya el kondu
45 yılımız mütahitlere satıldı"
True	"🎓 Cengiz Holding'den Melih Bulu açıklaması
https://t.co/fClY0PD6ut"
Other	#SonDakika 🔥🔥 Boğaziçi Üniversitesi rektörlüğü görevinden alınan Melih Bulu, Tesla Holding'e CEO oldu. https://t.co/RTKmT4pfDm
True	"@BirGun_Gazetesi Cengiz Holding: Melih Bulu’nun bizle ilişkisi yok.
Melih flu: Peki bundan şeyin haberi var mı? Mesela benim."
True	"Sosyal medyada Melih Bulu'nun Cengiz Holding'e CEO olduğu yönünde yalan haber var,Cengiz Holding bu haberi yalanlamış
Ama sayın eski rektör bağlantılarına güvenip sizin haberiniz olup olmaması önemli değil benim haberimin olması yeterli zaten siz de yakında öğrenirsiniz diyebilir"
True	"📌Boğaziçi'nin ""vekil rektörü"" Naci İnci, akademisyen Can Candan'ın görevine son verdi
📌İstanbul Sözleşmesi davasında ""ret"" kararı veren Danıştay üyesinin reddi talep edildi
📌Cengiz Holding: Melih Bulu’nun holdingle bir ilişkisi yok

https://t.co/No2YOhJznM https://t.co/QBecQt7m5p"
True	"Cengiz Holding: Melih Bulu'nun bizle ilişkisi yok
https://t.co/ATiXWkb7bK"
True	@halktvcomtr @cancoskun @hakancelenkk @barispehlivan @mruseng @avidrissahin @ilhanuzgel @SezinOney Allah için şu melih bulu nun durumunu da konusun adam bel.baskani olmak istedi olmadı millet.v olmak istedi olmadı, rektorde olamadi cengiz holding de bizden degil demiş ayıptır bi koltuk bulun adama ayakta kaldi
Other	@BirGun_Gazetesi Cengiz Holding gibi devletine “gönülden bağlı”, milletini ise “tutkulu bir aşk ile seven” bir firmanın Melih Bulu’yu alması düşünülemez zaten.
Other	"Bu iktidar sırf Melih Bulu gibi bir tipi hayatımıza sokup çıkardığı için basit yaralama suçundan yargılanabilir.
Yaralama basit ama cezası çarpı 80 milyon.
Mehmet Cengiz’in hayatımıza sokulması ve çıkarılmamasının cezası ise ağırlaştırılmış müebbet.
Gerisini onlar düşünsün!.. https://t.co/0hlTmhzYrG"
Other	@uur_smsk @ASametSarikaya Haftada 300 400 bin tl alıyorlar diye haber vardı. Nasıl paralar bunlar.. Cengiz Holding sahibinin dediğini yaptılar en sonunda..
Other	"İkizdere'de Cengiz Holding'e ait taş ocağının bilirkişi incelemesi şu an sürmekte. İkizdere halkının yanındayız.

Cengiz kaybedecek, biz kazanacağız! 

#İkizdereTasOcağıOlmasın 
#yeşilpazartesiler https://t.co/2F0V8q3FHb"
True	Cengiz Holding'den Melih Bulu açıklaması https://t.co/RB4MpFUdWT https://t.co/BGuwWH2Mxg
False	"Melih Bulu yu Üniversitenin başına atayan da ordan alıp Cengiz Holding 'in başına atayan da Aynı kişi..

Demekki cengiz holding'in gerçek sahibi Şahsım... 
Veeee , 
Şimdi bu Melih Bulu ile ne gibi bi plan projenin hesabını yapıyorlar acaba...??"
Other	"Cengiz holding yaşadi kesin geliri 239 bin tl'dir.
Gerci fazla olsada nasıl olsa vergi vermiyor.. https://t.co/EGdasJ5Mt9"
True	"🔴Cengiz Holding, ""Melih Bulu'nun CEO olarak atandığı"" iddiasını yalanladı

https://t.co/z7LefNHdvX"
Other	"@gergerliogluof Kime göre haklı kime göre haksız!...
Sınıfllı bir dünyada hak ve adalet baktığınız yere göre değişir.
Burjuva devlet silahlı orduya-polisiye-yargıya-zindanlara-anayasaya sahipken neden aklınıza bu soru gelmiyor?
Cengiz Holding'e çalışan bir sistemi haklı gösteren nedir!"
True	Cengiz Holding'den 'Melih Bulu' açıklaması: https://t.co/ioLNqQhwO6 @sputnik_TR aracılığıyla
Other	#MilleteSoralım Gap bölgesinde Atatürk ve Keban barajı halkı kendi bölgesindeki elektrik ve sudan faydalanmiyor.Cifciler Dedaş Elektrik Dağıtım şirketleri zulmü altında, Hırsızlık soygun rüşvet ve Gapta Dais dağıtım şirketi Terörü Cengiz Holding terör u var
Other	"Çoğu arkadaş ‘beton sevici’ diye eleştiri yapmış. Valla Cengiz Holding değilim, betonu da sevmem:) 
Keşke olmasaydı ama dikey yapılaşma kaderimiz.
Ülkedeki yapılaşmayı göz önünde bulundurarak diğerlerine göre güzel dedik. 
Yoksa müstakil geniş bahçeli evleri kim istemez.."
True	"Cengiz Holding'den ""Prof. Dr. Melih Bulu"" açıklaması https://t.co/cUX88fqEEO https://t.co/ZvGTlezcaV"
False	"@tcbestepe SUS PAYI

Boğaziçi Üniversitesi rektörlüğü görevinden alınan Melih Bulu, Cengiz Holding'e CEO oldu.

Mantık: Biat et, itaat et, rahat et ya da yok ol. https://t.co/ehqbS7kJM0"
True	Cengiz Holding'den Son Dakika Melih Bulu Açıklaması https://t.co/TSw0bOLQqf @medya_baskent aracılığıyla
False	"Boğaziçi rektörlüğü görevinden alınan Melih Bulu, cengiz holdingin ceo' su oldu. Milletin a.... artık ikisi beraber koyacak🤔
Fatih Altaylı
Suriyelilere
TL'ye https://t.co/TvVPkPfROw"
True	Cengiz Holding, Prof. Dr. Melih Bulu'nun kurum bünyesinde CEO olarak görevlendirildiğine ilişkin iddiayı yalanladı. https://t.co/tRCkOqTOGw @sputnik_TR aracılığıyla
Other	@MoIarThird Amazon yeni CEO su Melih Bulu olacak  ondan boşalan Cengiz Holding CEOluğuna da @claydeskop  adayım
Other	Kalyon limak kolin ve cengiz holding katkılarıyla bir havalimanı iki üç duble yol yakışmaz mı peki bu demokrasi beşiği ülkeye https://t.co/7qcGjNAz71
True	#CengizHolding’den Melih Bulu Açıklaması https://t.co/vynlncdA8G
True	"CEO mu oldu? Cengiz Holding'den 'Melih Bulu' açıklaması 
https://t.co/yWChxGichA https://t.co/PlTbSNDy7q"
Other	"Aynaya bak, iyi bak Melih Bulu. İster solcu ol, ister sağcı, istersen ineklere tapın ama 
İNSAN OL İNSAN.
Şeriatçı Türk tipi faşist rejime yalakalık ettin olmadı, CHPliydim dedin yemedi, herkesin anasına küfür eden ahlaksız mafya çetesi Cengiz Holdingde seni istemedi.
EY İNSANLIK https://t.co/o3wdA2hXe3"
Other	@oinebolu Cengiz holding ...maskeli besler ..ara gelsinler ..başkan..
Other	@turkdegs Bu talebi ancak Cengiz Holding dile getirirse ümitvar olurum.
True	"Melih Bulu Cengiz Holding de CEO olarak işe başladı diye yaygara koparanlar: Holding olayı yalandı.
Neymiş, gene algı, gene yalan."
Other	@Nisa_1071 Cengiz holding le beraber mi inşa ediyorlar???
True	Cengiz Holding'ten flaş Melih Bulu açıklaması! https://t.co/HKLjDOcmua
True	"Cengiz Holding'den ""Prof. Dr. Melih Bulu"" açıklaması 

https://t.co/PSUIzFQE1p"
Other	"İkizdere Cengiz Holding'e peşkeş çekilemez! 
#İkizdereTaşOcağıOlmasın
#YeşilPazartesiler https://t.co/p7urdl8xRp"
Other	@TakaGazetesi Cumhur ittifakının küçük ortağı sen bunu yaparken AKP'ye sordun mu? O zaman karar alın, tüm ilişkilerinizi kesin bu bölge ile. Karadenizli Cengiz Holding bakalım bu işe ne diyecek? Milliyetçilik hastalıktır,iki yüzlülüktür
Other	@HaberReport Komple silse Cengiz Holding darılır. Silme konusu sadece yandaş zengine özel!
Other	@GulayU75 @gulcenice @egogkt @ZaferArapkirli Olur mu hiç? Suç elbette bizim. Asgari ücretliyi kendinden cok düsündügümüz icin, dogru konustugumuz icin. Cengiz holding gibi milletin .. koyacagiz demedigimiz icin. Nereye faydan var demis hanimefendi. Bırak oda Yaradanla benim aramda kalsin. Üzerimize düseni yapiyoruz sükür.
Other	@mt_goksu Tevfik bey isterseniz size Trabzon da bir köprü var çok güzel Cengiz Holding yapımlı :)
Other	"İskencedere Vadisi'nde açılmak istenen taş ocağına karşı mücadele sürüyormuş. 
(İkizdereli bir yurttaş, Tayyip Erdoğan'a şöyle seslenmiş): “Sen bizi terörist, komünist ettin, biz terörist olsak bu yukarıya Cengiz’in (Cengiz Holding'in) makineleri çıkabilir miydi?” (Ayşe Albayrak) https://t.co/IDEtkudlEs"
True	Melih Bulu Cengiz Holding CEO'su mu oldu? Açıklama geldi.. https://t.co/MEo76Slb25
True	Cengiz Holding'den 'Melih Bulu' açıklaması https://t.co/4awMDzckpj https://t.co/EN6kFCxKXz
Other	@SELAM80098519 Merhum erbakan bu aşı için gavurdan dost olmaz derdi siz söylediği bir tek kelimeye takılıp kalın öyle millet neler neler söylüyor cengiz holding'in sahibi millete telefonda ana avrat sever ona sesiniz çıkmıyor.
Other	@MaresalMorst cengiz holding bir ihale daha mi alacakmis libyada ne sık aq sıka sıka diş kalmadi kirildi
True	Cengiz Holding’den ‘Melih Bulu’ açıklaması https://t.co/H4bivbp3lD
True	Cengiz Holding’den “Prof. Dr. Melih Bulu” açıklaması https://t.co/YBp5lnXTY0 https://t.co/2owR5KgY4U
Other	"Devletimin resmî kazıkçısı Ruhsar Pekcan Cumartesi ateşinde yandı mı,yanmadı mı
Melih Bulu Boğaziçi üniversitesi kayyumluğundan Cengiz inşaat kayyumluğuna dikey geçiş yaptı mı,yapmadı mı
Filistin düşecek mi,düşmeyecek mi?
Hep bir belirsizlik amk
Selâm ve dua ile mümin kardeşlerim"
Other	"Cengiz Holding’in kapısına, “426 milyon lira ile 1 milyon 700 bin öğrencinin aylık yurt ücreti karşılanırdı.” yazılı yurt maketini bıraktık. 

5’li çeteye değil, barınamayan üniversitelilere bütçe! 

📌Cengiz Holding’e 426 milyon liralık vergi affı yapılmış, borcu sıfırlanmıştı. https://t.co/GvMBYrBo7r"
Other	İhaleden 3 ay önce kurulup Darphane’nin devasa bandrol işini alan DNS şirketi işi şehir hastanelerini işleten Çeçen Holding’e devredip ortadan kayboldu. https://t.co/O4myyvlbSY https://t.co/i14rKHNedY
False	"Boğaziçi Üniversitesi rektörlüğü görevinden alınan Melih Bulu, Cengiz Holding'e CEO olmuş.

Üstüne koyarak (!) ilerliyor. https://t.co/4zvibellM2"
Other	"İkizderede kimin sözü geçecek?
Tabii ki İkizderelilerin, doğayı talan eden Cengiz Holding'in değil!

İkizdere'nin iktidar tarafından sermayeye peşkeş çekilmesine izin vermeyeceğiz!
#İkizdereTaşOcağıOlmasın 
#YeşilPazartesiler https://t.co/5M6TvcAYSQ"
True	"CEO mu oldu? Cengiz Holding'den 'Melih Bulu' açıklaması
https://t.co/yWChxGichA https://t.co/Ob7K0HJu9J"
False	Boğaziçi Üniversitesi’nde  görevden alınan rektör Melih bulu Cengiz holding CEO su olmuş 🤔
True	"@nurrssse Cengiz Holding'den, konu ile ilgili yalanlama geldi. Şirketimiz ya da hiçbir alt kuruluşumuz ile ilgisi yoktur diye açıklama yaptılar.
Kaynak: https://t.co/2R3GMHgw2F"
True	"Cengiz Holding'den ""Prof. Dr. Melih Bulu"" açıklaması

https://t.co/lvt9b7y6Nz https://t.co/So8INAtIZv"
True	Cengiz Holding Melih Bulu İddialarını Yalanladı - https://t.co/wNkDAhq66s https://t.co/A40PwssNdD
Other	Koca devlet erteliyor sileceği yerde cengiz holding boyuna vergisini silin https://t.co/tgFGGY1bOy
True	"Cengiz Holding’den Melih Bulu açıklaması

https://t.co/qSJ2qu4BlC"
Other	"Acaba Melih Bulu Twitter daki ""Melih Bulu Cengiz Holding'e CEO oldu"" haberlerini görüp ""lan CEO mu oldum"" diye heyecanlanmış mıdır"
True	"❌ Eski Boğaziçi Üniversitesi Rektörü Melih Bulu'nun Cengiz Holding’in yeni CEO’su olduğu iddia edildi.

✅ Konuya dair Cengiz Holding'ten kamuoyuna duyurulmuş herhangi bir yeni CEO haberi bulunmuyor. Söz konusu iddia yalandır. https://t.co/07D0VA9WEc"
Other	@uyanhadi_ Cengiz holding in karı azalır
True	Melih Bulu Cengiz Holding’e Ceo oldu haberine nasıl inandınız da üzerine yorumlar yaptınız. Nasıl bu kadar kolay inanabiliyorsunuz. İnanılmaz...
True	"❌ Melih Bulu’nun Cengiz Holding’in yeni CEO’su olduğu iddiası yanlış.

Cengiz Holding'in yönetiminde kamuoyuna duyurulmuş herhangi bir değişiklik yok. İddia bir şaka sonrası yayılmış. 
https://t.co/7l00p8XCPV"
False	"Melih Bulu Cengiz holdinge CEO olmuş..

Yani icra kurulu başkanı..
Yani en üst düzey yönetici..

Yakışır hocaya🤭🤭"
True	@feedabl Olmamış https://t.co/s84JYKUjg3
Other	@MalMete10 @bFurkaannn @bpthaber Cengiz holding bunlar mı
True	"Cengiz Holding: Melih Bulu'nun bizimle ilişkisi yok
https://t.co/R7wXU8R5Yt https://t.co/QsjEiwoMwT"
Other	Melih Bulu'yu Cengiz Holding'in CEO'luğuna yakıştıranlara da inanamıyorum. Bulu olsa olsa bizim okulun kantincisi olur arkadaşlar... https://t.co/GWKpYokqVV
True	Cengiz Holding'den 'Melih Bulu' açıklaması https://t.co/3hmoVzyK9O
True	Melih Bulu Cengiz Holding'te iyi bir pozisyona atansa da şaşırmayız, yalanlasa da şaşırmayız. Yarın bir kamu bankası yönetim kurulunda görsek de şaşırmayacağız. https://t.co/WMagKVn5VO
True	"Cengiz Holding'den 'Melih Bulu' açıklaması
Arkadaşlar cengiz holdingi içerden çökertme operasyonumuz başarısızlıkla sonuçlandı.Bulu’yu yutturamadık. https://t.co/yuEO2U5q8g"
True	Cengiz Holding’ten Melih  Bulu açıklaması https://t.co/68mwKj86pS
False	"Melih bulu milletin ..na koyacağız diyen Cengiz holdingin CEO su olmuş. 2 Çıplak bi hamama yakışırdı‼‼
#akpsiztürkiyei̇stiyoruz"
True	Cengiz Holding: Melih Bulu’nun bizle ilişkisi yok https://t.co/Y0WEToDpvU
False	Melih Bulu Boğaziçi üniversitesi rektörlüğünden cengiz holdingin ceo'luğuna terfi etmiş.
True	halkın nefret ettiği cengiz holding bile Melih  bulu ile yan yana gözükmek istemiyor https://t.co/k1xThi8qnP
Other	"Melih Bulu'nun kendisinden nefret edenlere şirin görünme çabası neyse, Cengiz Holding'in Tema bağışı odur. 
Bilmeyenler için;
Tema,üniversitesini kurarken ağaçları katleden ayrıca doğaya gübre değil sanayii atıkları salan Koç ailesinin vakfıdır.
Hikayenin iki tarafı da SORUNLU!"
True	@CekmekoyGelecek Holdingden yapılan açıklamada, 'Dün bazı sosyal medya hesaplarından yayılan Prof. Dr. Melih Bulu’nun Cengiz Holding CEO'su olduğuna ilişkin post ve haberler doğru değildir. Prof. Dr. Melih Bulu’nun Cengiz Holding veya iştirakleriyle herhangi bir ilişkisi bulunmamaktadır.
True	Boğaziçi Rektörlüğü'nden alınan Melih Bulu'nun Cengiz Holding'e CEO olarak atandığı iddiası yalanlandı.
True	Cengiz Holding’ten Melih Bulu açıklaması       https://t.co/1yryHEKdOz
True	Cengiz Holding: Melih Bulu'nun bizle ilişkisi yok https://t.co/dAgsxETln1
Other	@ardelen21 Cengiz holding alır 2milyon tane ondan sonra övünür kitapsız' kitabım çok sattı diye.
True	Cengiz Holding'den Melih Bulu açıklaması https://t.co/pmFVzZZUVF DİCK TURPİN(AT HIRSIZI-1730)MEHMET BİLE BULU 'YU ŞİRKETİNE ALMADI.LİYAKATI YETMEMİŞTİR.ZAVALLI.TOSUNCUK GİBİ SOKAKLARDA KALMASA.
Other	"Cengiz alaçayır
Bugün duydum ismini
Ben anladım tetikçi
Cellad
Görevi bitince unutulup gidilecek
Melih bulu gibi biri"
True	"""Melih Bulu, Cengiz Holding'e CEO olmuş"" şakası ciddiye alındı, bazı haber portallarında yer aldı. Cengiz Holding ""haberi"" yalanladı.

#MelihBulu #CengizHolding #CEO #şaka @GurkaynakGonenc #Şaka #ÜsküdarÜniversitesi #İletişimFakültesi @suleymanirvan
https://t.co/pVIE5TDYRX"
Other	@krtkulturtv Bir hayır sever gelip veresiye defterini kapatsın.. cengiz holding favorim..
Other	"73'üncüsü düzenlenen İstanbul Challenger TED Open by Megasaray'ın basın toplantısı bugün gerçekleşti.

Toplantıya TTF Başkanı Cengiz Durmuş, Şahinler Holding Yönetim Kurulu Başkanı Kemal Şahin, TED Spor Kulübü Başkanı Prof. Dr. Mehmet Tınaz ve Turnuva Direktörü Melis Yafe katıldı https://t.co/uxrU4t7zr5"
True	"Elbette, kendileri Yale Üniversitesine rektör olarak atanmış..:)))
https://t.co/RChmFlBc9y"
Other	Sonrasında Eti bakır 1.6 milyar TL (cengiz holding) muafiyet aldı.Uyan ey halkım herseyi film izler gibi izleme! Lafonten sedat aldı parayı sustu!(miktarı biloyorum) BAE Video çekme demiş twit atan videoda çeker! #ahmetkürkçü #tolgaatalay #mehmetcengiz #sedatpeker https://t.co/xutUpXzhzK
True	Cengiz Holding, Prof. Dr. Melih Bulu'nun kurum bünyesinde CEO olarak görevlendirildiğine ilişkin iddiayı yalanladı.
True	"Cengiz Holding de sahiplenmedi: Melih Bulu’yla ilişkimiz yok

Boğaziçi Üniversitesi Rektörlüğü görevinden alınan Prof. Dr. Melih Bulu’nun iktidara yakın işadamı Mehmet Cengiz’in sahibi olduğu Cengiz Holding’de CEO olarak işe alındığı iddia edildi. Cengiz… https://t.co/o2TO4cXmvN"
True	"cengiz bile melih bulu'ya sahip çıkmamış..
bu hayatta düşmeye gör..
vuran vurana ."
Other	Cengiz Holding’e 426 milyon liralık vergi affı yapılmış, borcu sıfırlanmış, aynı miktar ile 1 milyon 700 bin öğrencinin aylık yurt ücreti karşılanırdı… gerisini siz getirin. https://t.co/yVquVQ5P95
False	Melih Bulu, Metin Cengiz'e CEO olmuş. Cümle bu kadar!
Other	@trabzo6161 @ekrem_imamoglu Cengiz holding metro yapmıyor lalak
Other	"3 trilyon dolari aralarinda paylastilar
Cengiz İnşaat
Ağaoğlu Grubu
Limak Grup
Kolin Grubu
Sancak Grubu
Çalık Holding
Torunlar Grup
bunlarin sahipleri bir kisi mi?
#Korkmuyoruz 
#Gideceksiniz 
#KaybedenSizOlacaksınız"
Other	@mahluklarcomtr Cengiz holding yine şahlanıyor
Other	@Darkwebhaber @19_may1919 Bebe araştır ögren sinek gibi pisliğe oturma  bak hemde Cumhuriyet https://t.co/qjNF8XuxAU
Other	@HaberReport Aman elinizi cebinize atmayın ha akrep filan ısırır. Anca erteleyin. Cengiz holding kapınıza gelse milyar dolarlık vergilerini silersiniz tabi. Bu halk kim ki sizin gözünüzde. Yazık!
Other	@SelahaddinKing Doğrusu, eğer bir Cengiz ya da Kalyon Holding değilseniz betonu sevmek zaten mümkün değil. Ama mevcut dünya ve Türkiye düzeni artık böyle. Ha keşke beton olmasa ama başka çare yok.
Other	@unquale Vay koca göbekli yandaşlar göbeğini kasimaya başlamıştır.  Cengiz holding gözü aydinn😂😂
True	Cengiz Holding’den Melih Bulu açıklaması https://t.co/ex4y0aE6p8
Other	Maalesef nude paylaşımında ciddi ayrımcılık var..Bazıları Cengiz holding gibi tüm nudelara dm de toplarken dm sine nude girmemiş insanlar sosyal medyanın derdini çekiyor.. https://t.co/PQM5RhmHWt
Other	@eness_turann Valla btc turk sahibi şahıs sende cengiz holding patronundan aşağı kalır yanın yok tüm hayvanlar bitti gözü leylege mi diktin
Other	@gezmeliyiz Çok acayip. Aklıma Cengiz Kalyon Limak holding geldi
True	"Cengiz Holding; “Prof. Dr. Melih Bulu’nun Cengiz Holding veya iştirakleriyle herhangi bir ilişkisi bulunmamaktadır” demiş.
https://t.co/Bar20rn9oL"
Other	Benim gözümde Ali Ağaoğlu, Cengiz Holding falan filandan bile kötüsünüz en azından onların ne olduğu belli ama siz duyarlı geçinip utanmadan bizim hedef kitlemiz zengin lgbtililer diyorsunuz
Other	Melih Bulu Cengiz Holdinge CEO olamayınca Elon Musk ile görüşmeye başlamış... https://t.co/fXwmAvfHQa
Other	Hahahahha bir az önce ne demiştim ama Cengiz milletin a…. Tek başıma k… demiş onu istemiyorum demiş… şamar oğlanı Melih Bulu https://t.co/Nl1fZUzl4M
Other	14 Afgan Uyruklu Kaçak geri gönderildi - Malatya İl Emniyet Müdürlüğü Göçmen Kaçakçılığıyla Mücadele ve Hudut Kapıları Şube Müdürlüğü https://t.co/YZ8bfOWoRR
Other	@cumhuriyetgzt 2018 yılından bu yana 291.696 Afgan göçmen bu ülkeye kaçak giriş yapmış. Akıl alacak şey değil. HUDUT NAMUSTUR dan neden rahatsız olunduğu çok açık. Sınırımız AVM den bile kolay girilir hale gelmiş...
Other	"Pakistan, artık Afganistan'dan gelen mültecileri kabul etmeyeceğini açıkladı. 

🔴Yetkililere göre, ülkede zaten 3.5 milyon Afgan göçmen var.

🔴Sınır kapıları ve kontrol noktaları kapatılmasına rağmen göçmenlerin baskısı devam ediyor.. https://t.co/YFbrzyTIzC"
Other	@s_hablemitoglu @ghalghaitseg Çağlayan da Suriyeli Afgan çok. merdiven altını kapatıp kiraya veriyorlar daha rezil olan yerler var bu yine iyi
False	"#Türkiye #İran #Suryeli #Afgan #Mülteci 
İran'ın üçte ikisini yürüyerek geçen Afganistanlı göçmenlere, resmî yetkililer Türkiye’nin inşa ettiği güvenlik duvarlarını aşmaları için merdiven temin ediyor. PKK'da göçmenleri dağlık bölgelerden Türkiye'ye geçirmeye çalışıyor."
True	"Türkiye’nin huduttaki duvarına merdiven dayayan Afgan göçmenleri gösterdiği iddiası
7 Eylül 2018 tarihli bir haberde, Hatay sınırına inşa edilen duvarın kaçak göçmenleri engelleyemediği ve bazı kişilerin merdiven yardımıyla duvarı aştığı ifade ediliyo.. APTAL OLMAYIN ARAŞTIRIN https://t.co/eMSd8h5jh6"
False	Tabilan şehirleri işgal edince Afganlılar sınırı merdivenle aşmaya kalktı! #taliban #afgan #merdiven #salı #10ağustos #NATO #türkiye  https://t.co/1P9y2ugQgv @bolgegundem aracılığıyla
Other	@korkmazmansur1 @doganburak29 Ne blok  terbiyesiz. Suriye sınırındaki mayınları ben mi temizledim? İran sınırındaki mayınları baban mı temizletmeye çalışıyor?  Duvar varda bu kadar Afgan nasıl geliyor?  mert ol. O hudutta asker görevini yapmıyor. Ya talimat aldı yapmıyor ya da kendi insiyatifi ile yapmiyor
Other	Yunanistan ordusu sınırlarda Afgan göçmen teyakkuzuna geçirildi https://t.co/UPm1cWW9xr #bodrum #muğla #yunanistan #meriç #evros #dedeağaç #sınır #batıtrakya #greece #afganistan #göçmen #mülteci https://t.co/QNK768upAg
Other	"Fatih Altaylı, Almanya'nın sınır dışı ettiği, Afgan çete lideri olduğu belirtilen Sanger Ahmadi'nin de arasında olduğu bir grubun fotoğrafını paylaşarak, ""Göçmen tezgahını görmüyor musunuz!"" dedi
https://t.co/GjJ4laR7nl https://t.co/0Z5VoB9VfL"
False	Afgan mülteciler güvenlik duvarını merdiven dayayarak aştı https://t.co/mY935gWSWa .
Other	"Sınır kapısını kevgire çeviren AKP’de herkes birbirini yalanlıyor.

AKP Sözcüsü Çelik, ‘Türkiye'nin 1 tane daha mülteci alacak kapasitesi yoktur. Burası yol geçen hanı değildir’

AKP Genel Başkanı Erdoğan, ‘Türkiye'de Şu Anda 300 Bin Afgan Göçmen Var' 'Kapımızı Kapatamayız.’"
Other	İstanbul'da 436 düzensiz göçmen Geri Gönderme Merkezi'ne teslim edildi İstanbul Valisi Ali Yerlikaya, dün 16 ilçede yapılan kontrollerde 170'i Afgan 436 düzensiz göçmenin yakalanarak sınır dışı işlemler...  https://t.co/9q2YPDdUXW
Other	"Ne özel bölmesi? Düz kasadan çıkıyorlar. Karayolundan da giriyor bunlar, nasıl sınır güvenliği? Mayın temizliği de devam. 
https://t.co/30Pv9s3CrP"
Other	Bir ahırda 42 Afgan Van Emniyet Müdürlüğü’ne bağlı Göçmen Kaçakçılığı ile Mücadele ve Hudut Kapıları Şube Müdürlüğü ekipleri, “Göçmen Kaçakçılığı ve İnsan Ticareti” yapan şahıs/şahısların deşifresine ve düzensiz göçmenlerin yakalanmasına yönelik olarak... https://t.co/lRgCuz4vgi https://t.co/nDv6dEcbpy
Other	"Dışişleri Bakanı Çavuşoğlu: İnsanların hemen gönderilmesi mümkün değil!
https://t.co/Uaf7cbNkO7

#Afgan #mülteci #göcmen #sınır https://t.co/5eOgGG60DO"
Other	Frontex: Büyük bir Afgan akını için hazırlanıyoruz https://t.co/7Vt2b7yuU7 #bodrum #muğla #göçmen #mülteci #sahilgüvenlik #ege #akdeniz #göçmen #trakya #edirne #ipsala #meriçnehri #frontex #sınır
Other	"Yunanistan, Afgan göçmen akınını caydırmak için Türkiye ile sınır duvarını genişletiyor
Yunanistan, Türkiye sınırına 40 kilometrelik duvar inşaatını tamamladı ve…
https://t.co/EqThuiMvVq"
Other	"Afgan göçüne duvar ve hendekli önlem! İşte Türkiye-İran sınır hattı #göçmen #mülteci #Afgan #sınır 

https://t.co/WixLDbedsz https://t.co/x3SIhzvpTP"
