label	text
False	"@GitchiGamiFan @BigBluexlt WI found Zuck's money &; classified it as ""bribery"". Zuckerberg's money resulted in election conditions that did not meet WI state election laws."
False	"""The Center for Tech and Civic Life handed control of the 2020 election in Wisconsin over to private partisan interests, in the form of its ‘partners.’” Zuckerberg Bucks!

Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case https://t.co/HlkdQbOy93 via @epochtimes"
False	"Zuckerberg needs to be behind bars!

Milwaukee Officials Sued in Zuckerberg-Related Election Bribery Case

https://t.co/kFurzEHi1x"
Other	@dbrenner @blackvoid29 I can post the truth, without being blocked, because mark Zuckerberg is part of this.  And they turn humanity against each other while millions are faced with starvation, and my people are dying on the streets. Zelenzky is part of this, that’s why he gets the news coverage
False	"@mirandadevine @WSJ There is no legitimate reason. Only lame excuses.
-Undue influence in election.
-Add Zuckerberg bucks bribery.
-Add all the dead and illegitimate voters.
*Trump won."
False	"Zuckerberg committed election bribery?
https://t.co/jCnoq1dXOk"
False	"Zuckerberg Converted Election Officials into a Democratic GOTV Operation

Definitely fits the definition of election bribery in Wisconsin, and maybe additional states as well. Highlighted complaint.
https://t.co/yhJYi6xOcp"
False	Milwaukee Bucks: Milwaukee officials face Zuckerberg-related election bribery lawsuit https://t.co/tUmrzO7Vhs
False	"Open SmartNews and read ""Milwaukee officials face Zuckerberg-related election bribery lawsuit"" here: https://t.co/EFEGJYj7Zd 
To read it on the web, tap here: https://t.co/oj3pHULywu"
False	@markminervini At the end everything is staged! Doesn’t matter if it was or not real or not still being a shit!A bad example ugly to see and if this happened in a small scale this violance between too people. What can we spect about the war that is happening right now and faith hope love……
Other	"Do you trust the #EU and #Ukraine to investigate #Bucha? 
How many lies have come out of war and I'm supposed to believe that a participant in the war can do an unbias independent investigation? 😠😟😞
Why did the Brits refuse to do a #UNInvestigation? 😕

https://t.co/zXdEpLhk7Z"
False	"@thechutneyrebel @Crittie_p Well what are we to talk about?
Our fucked up economy?
Men being women? 
Gas prices? 

Or let our 'gold fish' brain go to set up theater like the ""war in Ukraine"" 

Staged and who really cares? 
Oh ! If it was a white guy!? He would be in jail. (If it wasn't scripted)"
Other	@leonidragozin This is posted from an account I have already blocked for posting known fake videos of Russian produced propoganda. I’m not saying this is not real or evidence of a war crime, but it looks a little too staged yet conveniently lacking the details to determine if it is real
Other	@OSINT_Tactical I think it’s a real video, but since it’s come out people are alleging it’s staged. @ars_faivre seems to have somewhat of a case. Unfortunately not surprising we see war crimes on both sides.
Other	Russia-Ukraine war live updates: Zelenskyy urges U.N. to take action against Russia amid outrage over Bucha deaths https://t.co/JEoeH7RGV5
Other	Kremlin says Bucha is 'monstrous forgery' aimed at smearing #Russia [ https://t.co/UhYvEaLzSL ] Il y a 8heures #Ukraine says Russia is guilty of genocide and U.S.President Joe Biden on Monday accused #Russian President #Vladimirputin of war crimes and ca https://t.co/r1abyaxGtR
True	"@hathihihiya So, this is a real war, not a staged battle just like shown on many media?
https://t.co/9wRAT9TiPf"
True	"@stefanica_blog You think this is not real?
I mean cameras are from embedded war reporters and the bodycams seem real also.
I would not consider this to be staged."
Other	@RussiaUN @mfa_russia @PMSimferopol @MID_RnD @rusemb_pl @RusEmb_LT @PamelaFalk @evjournalist @BaradaAli @UN_Report @UN_News_Centre The genocide of the Russian army during the war of aggression in Ukraine is an open fact.  The staff of the Russian Ministry of Foreign Affairs can tell a lie without hesitation, such as the fabrication of Ukraine and the Western side.  Do Russians have humanity? https://t.co/paw0U2tlY9
Other	"NO TO MORE WAR MACHINES 
https://t.co/R1NIeP8eet"
Other	@prchovanec It means they aren’t giving up, they’ll probs start mobilisation. Russia isn’t defeated yet, the war is not decided yet. Ukraine will need more support, it’s wrong to assume Russia has lost when so much still hangs in the balance.
Other	"🇺🇸#USA #UKRAINERUSSIANWAR 

#News 

🪖04/05/2022 #US General #Milley: Ukraine long war,only US troops could have stopped Russia  

US “facing two global powers,#China-#Russia.., #nuclear military capabilities, intend to change rules global order”

https://t.co/uKy7kTcJKr  @nypost"
Other	@Maishilla @daveweiss68 @nypost I dont know which of the two it is.. It does all seem staged and 'not real'. Not the war. Thats real. But the presentation of it to us.. Feels like im not getting a full picture of whats happening at all.. Its more like a stage show, with multiple acts and PR stunts.
Other	@mryannagy In all honestly, he gets tried in The Hague for war crimes.  What happens to him?  He doesn't get executed.  Russia is not going to be told to rebuild Ukraine with Russian resources.  What really happens?
Other	I think its telling of types of ppl, if u believe it was real u probably believe in the vax and msm, if u know it was staged, yr a critical thinker that see's everythg is staged, vax, covid, war, this was a distraction, it worked. Here we are talking bout it. Not Ukraine or covid https://t.co/MIAs3aBWp8
True	Well... I'm shocked I tell you... really shocked... well not really. My cooker sister thinks that the war in Ukraine isn't real. That the maternity hospital bombing in Mariupol was staged and that the blogger was a crisis actor.
True	"@risemelbourne @Resist_05 Staged Scripted War? So innocent people can die and their livelihoods decimated.Your use of the term ""scripted"" loosley to infer that Ukraine citizens are part of a well thought out engineered crafted artificial plot and the many deaths and blood shed is fake ?"
True	@undersharer @XrpBates @TheInsiderPaper He says it right here “Not here to make friends.  Crypto Twitter only”.  So what was i to make of his comments that the war in Ukraine is “staged”.  This guy doesn’t live in reality.  Does he need Ukrainian War Panda NFTs in order to realize that this war is very real? https://t.co/3D26i2hCN0
False	@TAPSTRIMEDIA @johncusack Russia is no worse than the US, these people love war, straight from COVID to Ukraine. Nothing in this world is left to chance, the pendulum theory does not exist in society, ALL OF THIS IS BY DESIGN. I think Putin is on board but i pray he’s targeting the Deepstate 🤷‍♂️
Other	@StanKutcher @NATO @NATOCanada @JustinTrudeau @cafreeland @melaniejoly @ukrcancongress @UkiLifeAbroad NATO has been covering up a staged attack in Douma that was used to escalate the war in Syria so we know what it is capable of. Real proof of who is responsible for Bucha must be presented before escalation. The word of NATO is not enough.
Other	"Staged or real, we must not get drawn into this f**king war!
Destruction of all civilization for 100 deaths? 

People must be crazy! https://t.co/lrRcc0NGVI"
Other	Bucha killings: ‘The world cannot be tricked anymore’ | Russia-Ukraine war News | Al Jazeera https://t.co/tReWGILFAB
Other	@NFLiberal @ChrisWithTheW @MySportsUpdate Nah I dislike them both but I'm sure as hell against sending taxpayer money to Ukraine just cuz they are anti Russia. And thr hypocrisy is astounding. Nato protects all anti Russian war crimes it seems.
Other	"War in Ukraine
·
LIVE
Zelenskyy asks UN Security Council to remove Russia or ‘dissolve’ and reform
https://t.co/k81fWaeKpu"
Other	@grishchukroma It’s not gonna stop sanctions. Only stopping war will. Yes, there are real protesters, even if you think that this one is staged. War is not a national thing. Independent media still try to help ukraine (most of them are shut down).
Other	"Reporter's Notebook: As Ukraine war drags on, Putin's high approval rating in Russia called into question https://t.co/Yd2Q6LDyu5 

#PutinWarCrimes 
#PutinIsaWarCriminal"
False	"@JackPosobiec His war is all scripted.

Cue the staged chemical attacks as the false flag to trigger NATO involvement.

He knew he was going into Ukraine when he said “go get him” to the military at the end of his scripted State of the Union address."
Other	"@Flummi01 @JohnVdep @Osinttechnical We’re doing the same thing in Czechia with 300,000 refugees, donations of money and weapons etc. Unfortunately, the war is now shifting and Ukraine really really needs those tanks, so we gave those too.

Take it easy but be aware that Russia is going for a famine -&gt; wars in 1/"
Other	I wish the media would f)ck off with the Will Smith Sh!t. No one cares! Focus on real issues that affect real lives you bunch of busy body w@nkers. The cost of living, covid, Ukraine war and poverty are the real topics that affect all of our lives. Not this staged bollox
Other	"The leaders of Ukraine want war with Russia since 2019. 

Proof: Zelensky REJECTED Peace With Russia https://t.co/T4WEqSoaSj via @YouTube"
Other	@PastorCoach917 @quietknicksfan @queens_dude @AJTheManChild @KnicksBig15 @RTaylor2283 @GodSonRel @StateNYKPOD @EdMemphisPimpin @BadBadLeroyBro7 @Rick__War @MacksJulien @LegionOfKnicks @Woodshed_1914 @YankeesKnicks99 @Christian_J_D_M @_knicks1688 @TruePG718 @RaphaelDiaz @eepdllc @mikenieve @Not47Buddz @Knickanators @SellDaTeamDolan @0oty_Mac @DonaldP47082631 @Trace_AVP @eski225 @Freekeith @Knickstape2005 @ShannonTFortune @Chuck1one @victorlb03 @Marxman35 @AngelBeingAngel @Sharonchik266 @stalling_e @rahmmagick @J1gg__ @jfromflorida1 @acinformal @JeDiGoLLuM01 @TMal761 @EVRYDAYCarter @NYKnDababy123 @cjvangin @Jaelin_Taylor @The0akster @Iam_P45 Ill be real. I'm still not 100%. These are actors and good ones to boot but yes, I do believe it was real based off aftermath and some trying to calm Will down. That would be so extra if that was planned out lol. 100% majority would think it was staged if all he did was shout
Other	Russia says it received $3.6 billion less than it forecast from March oil and gas sales, suggesting the Ukraine war and Western sanctions hit exports https://t.co/St6aGAOo1Y
Other	"Putin prepares to send indoctrinated youth to the front where they will be slaughtered.  
They stand no chance against seasoned war veterans.
Does anyone think he cares?

https://t.co/aXSaj3rHRT"
False	@thierrybaudet Before spreading information like this you may want to verify the source. There is an information war going on and I would not be surprised if this has been staged by Russia exactly to influence people like you who just shoot from the hip without caring if this is real or not.
Other	"@YardleyShooting I remember watching a (live?) autopsy on bbc 4 once. Educational and interesting. 

A live war scene whether real / staged etc is not right."
Other	@jobe_bell @HannaLiubakova Think it’s a coup? 🤔 I don’t know. But it could be a false flag. A staged event so Belarus could enter the war… &; blame the Ukrainians. We’d know for sure, as to what was hit &; what was not. No real structural damage or injuries, then could be staged.
Other	How many have really died in Russia's Ukraine war? - Asia Times https://t.co/EBmvCZS2MV
False	"@Jacquel60258810 @YardleyShooting That's because it's not a real war, real casualties of course, but merely a staged action just like the 'pandemic'.
A click of the fingers is all that's needed like a master clicking his fingers to call odd his obedient dog.
Next phase cyber attack is imminent, possibly EMP event"
Other	@koviebiakolo All it was was a staged and scripted event at a failing awards show to renew interest in the Oscar's and to distract from war crimes done to POWs in Ukraine.
Other	@fo88705817 Ukraina is an open democracy but one cannot let a country that goes to war have people working for the invading country as a party. Zelensky won a democratic election with 73%, a real election by the way, not a staged election like in some countries.
Other	Signature work of #Chechens #Irpin #BuchaMassacre #bucha #homstel #ukraine #russia #war #putin #Zelensky #Kadyrov #mercenaries #jihadists same done in #Artsakh #2020 #Azerbaijan #Turkey #Erdogan #Aliev #BuchaGenocide #ArmenianGenocide #hell #evil #madness #terror #terrorist #bomb https://t.co/S1HfvQIxJL
Other	OMG! That is the real proof of war crimes. Not that staged Bucha https://t.co/irFlWz0HUc
Other	PHOTOS: As Russia's war on Ukraine nears the six-week mark, scenes of destruction and death play out across the embattled country. https://t.co/ehaaev5OfA
Other	@UAWeapons Good Lord people look at the armbands. This is a photo of either a no live fire training exercise, or a staged photo wth the yellow in place to make sure no one accidentally shoots the actors lol...This is not real war footage of any sort. Man people are ignorant/gullible!
False	@NSaduro It may be real, it may be not. Everything can be staged. This is a propaganda War.
False	@johnmaclachlan @KyivIndependent Not to worry, John, it's all being staged to give you the illusion of war--to elicit a real human response by first winning your 'heart and mind...'
Other	"As Ukraine war drags on, Pentagon makes long-term plans for Europe: Washington Post https://t.co/RPfPmgpEl8 

MORE w/ EcoSearch: https://t.co/C6jgPy9vVj"
Other	"@PatriotGamesUS4 Yes, I believe it will end once Russia flees.

Ukraine want's peace. Not war.

I dont know how you got the idea into your gead, that Ukraine wants to take Moscow...."
Other	Staged or not, Will Smith is a loser.  In these tense times with Covid, war in Ukraine, super inflation, increasing homeless.  Real or not, this was the wrong thing to do at the wrong time. The world needs healing, not @ss wholes like Smith!   #nomoresmith -lets end his career.
False	Russia vs Ukraine, a new play of war. Produced &; scripted by the Hawks label, USA. Directed by best director J Biden. Play leading by best actor, V Zelensky, plus many supporting extras. Many scenes were touching &; moving. Remember, this is just a staged play, fake &; not real. https://t.co/ohYnD1f4te
Other	"Amidst the unrelenting propaganda, it is impossible to determine whether or not Russia is committing war crimes. But accepting that the videos are real and not staged, what has Russia done that the United States did not do in Fallujah? Watch the video.
https://t.co/76LaoT2xsg"
False	@boninikids @worldonalert this is the exact sort of reaction this staged propaganda is looking to get from you. It's not real, it's just meant to get you to support another pointless war. Why have we seen no actual battle footage? none! all after the fact staged photos.
False	@nazirafzal Because he knows the whole “war” is staged and not real
False	@CNN THERE IS NO WAR IN UKRAINE. Prove me wrong with REAL footage not staged propaganda.
True	It’s so insane to me there’s people who believe that the war in Ukraine is FAKE and staged. I’ll be honest I’ve spent like last 21 days reading and watching about it endlessly. How can people be so naive? Pretending it’s not real isn’t going to save you when it happens to us.
False	"@hairtrigger123 @Preci0us_Virtue Yep...
Not standing for any of the two parties, neither the corrupted 👿 western countries behind this staged con thing (not even a real war)."
False	@MissAli16 It either looks possibly staged or sometimes definitely staged. Even Libya had more footage. Not definitive proof that the entire thing is a hoax but there's certainly fakery going on. Why fake a war if its real?
True	Outside of the obvious propaganda that comes with EVERY SINGLE government action... this is a really bad take, manipulated info or not, these atrocities are still happening in real life. Not staged, not every incident is full of crisis actors.. These people are at war. https://t.co/69SIx36bb5
True	@RonSexsmith Absolutely, 100% agree. One guy I saw yesterday was going about how this war is all staged, and what we are seeing is not real. How do people get that stupid!
False	@Porkchop_EXP I could recreate those exact pictures this afternoon with the help of my friends. Staged war propaganda photos are as old as photography. They might be real or they might not, accepting them at face value is not wise however.
False	"@V_avid_D We are at war,we need to look at the facts and not be fooled by some staged performance and the following video,that repeated their shit about ""brothers"",using wrong prepositions while addressing Ukraine(that implies that we are not a real country),blaming only Putin for war."
False	"Why are people raising money for Ukraine? They have the full financial support of USA, EU, #WEF and more.

We are paying more for fuel and energy...why should we give more to a staged scripted war"
Other	"Under appreciated consequence of sanctions and reversing decades of globalization. 

How Russia's War In Ukraine Threatens Wheat Shortages, Rising Food Prices - Bloomberg https://t.co/7jBIkxkWAS"
False	"@campbellclaret This video is just as fake as the fake ""war"" in Ukraine.

Genius really. A totally fake, staged and scripted ""war"" but the msm consuming normies still fall for it, no questions asked 🤦"
Other	Stoltenberg should investigate all War Crimes in the last 50 years &; not just the Ukraine Russia War
Other	So the west are calling for genocide committed by Russia, However Russia says these are staged and not real examples of genocide. Whose telling the truth 👀 I smell US intervention and the us joining this war….
Other	Israel accuses Russia of war crimes. Israel have been killing innocent Palestinians for decades now . The same war crime Russians are doing in Ukraine . Why isn't Israeli are called out for their war crimes ?  #Genocide #WarCrime
False	@sreenshri @BBCWorld That still does not fit the bill.. he is wearing American flag in Russia Ukraine war... shows only a staged drama... not real!!
Other	@Yourshouldertal @last_jones when the photographer took the picture and sent it, he was interviewed and explained how he staged and would not let her daughter shoot or handle the gun for real. yet it's war times and his daughter needs to live in those. it's not propaganda
Other	@Osinttechnical Staged for the west and we were gamed? Real protestors are beaten, tortured and in prison. How did she get special treatment? If tv is not live in Russian then we have the answer. Wish media would focus on the war crimes in Ukraine and not a woman who was a Russian prop.
False	@JoeDaActivist When we told them the war is not real they said we're insensitive, lot of shit that's happening is staged they trying to distract y'all. Only few can see behind their bullshit.
Other	@Olfurni No, you're not the only one. Only yesterday people were doubting the authenticity of a film showing horrific scenes from U. I think many have become normalised about war through cinema which is over-simulated, so real war scenes for many now look 'unreal' or 'staged'.
False	"@CBSDFW Ukraine the hoax war.
The TV news is a scripted staged TV show 🍿"
Other	@unhealthytruth No.  The slap was real.  But this is not only staged but planned by Hollywood and the media to take attention away from this country’s problems: Biden, inflation, gas, the war.  Media will talk about it for weeks.  The biggest “SQUIRREL “ of all time by Hollywood and the media.
Other	@LarryBitcoin Looks staged and you should be careful pushing these kind of photos when you have no idea if they are real or not. Propaganda is a central point of any war.
Other	@robynbryant33 Yeah that’s already been cleaned up,carefully staged managed,not game to get out amongst the real people,because he knows what would happen,thinks photo ops and using fear campaigns about war will do it,compare him to Ukrainian leader zelensky,Morrison would be still running.
Other	Obviously, the relationship between China and Russia, China and the West, and etc. are complicated and multi-faceted. But at the end of the day, in the grand scheme of things, it should be no real surprise who China's leadership is more apt to support in the War in Ukraine. https://t.co/1w77Gcf0FX
True	"@allala996 @MelonieMac The Russian War was in 1912. You probably mean the Ukraine war, which is real, but not unexpected by anyone who followed that region for the past few decades. And it was also helped ""staged"" by the west antagonizing Russia for the last 30 years with NATO expansions and so on."
Other	@TomWFerguson2 Please be careful with this Tom. I saw posts and lots of comments yesterday evening by people claiming that the suffering by Ukrainians is fake/staged just to draw the USA into war with Russia. I do not understand how people believe the suffering is not real.
False	"Oh, WTAF. This can NOT be for real. As if the war wasn't Hollywood staged enough, now we're going to go ""live from Hollywood"" for this!? Seriously!? If this clown has time for the Oscars then I'm doubting the seriousness of the bombing raids where he is!! #WTF #PropagandaSucksn https://t.co/bnp0PktCA6"
Other	@talkRADIO @JuliaHB1 @ArthurKei_UA Hard to what's real and what's not. I've seen many videos of people evacuated from Mariupol saying they were bombed by Ukrainians not Russians. Since the staged hospital debacle i can't trust anything. War is dangerous I guess. Arming civilians (ie gangs) though is just stupid. https://t.co/TN65xUTqZ1
Other	"Two questions when a video comes out of a war zone, and it is certain that it is from there and not from another place:

Real or staged situation?

If real, when did it happen?"
True	The war in Ukraine is being watched in real time. Putin can not hide behind the false narrative that events are being staged. Putin is killing children and the whole world is watching!
False	"@endless_frank Hold up.  Much of the ""catastrophic"" news has been fake in this war for both sides.  Many of the photos look staged.  Wait for a week to see if it's real or not."
Other	"@FatandBlasted @osiris_neits @InfraHaz Nope. The thousands died when Russia and its own neo-nazis invaded and were taking control.

https://t.co/IqsiojmJ1J"
Other	"Real?!💥Or a staged Russian propaganda exercise to help get sanctions lifted? Is Russian TV ever 'live' or always 'pre-recorded?' Is 'No War' written in English for an English-speaking (not Russian) audience?!! 💥
""I want to believe""...🤔 https://t.co/et4ZPRD3vu"
Other	"I assume Republicans will now congratulate the President?

“ A gallon of gas is nearly seven cents cheaper than last week, according to AAA.” https://t.co/Zd7AOq4Zic"
False	@h0td0gjpeg @prescottcraig @RALee85 So provide any not staged footages. When there is a real backfire and camerman is not standing steady on open field. They are just bad in war, and bad at filming.
Other	"@PaulaChertok @Acosta REMEMBER: All those suffering &; dying Ukrainians are CRISIS ACTORS.

Not that their suffering &; dying ISN'T real, only that they're suffering &; dying just to make #Putin look bad. It's all staged for the Internet.

So:
If Putin looks to you like a war criminal

DON'T FALL FOR IT!"
Other	@Variety If the hit was real, it was not necessary. If the hit was staged, it was still uncalled for. We have enough dealing with the violence of a terrible war. The Oscars are about entertainment. Unfortunately the awards show was slapped at the same time.
Other	Tens of thousands of Ukrainians are reportedly being taken to what are being referred to as filtration camps in Russia, where their passports and phones are being taken away, and family members are being separated, the U.S ambassador to the UN said. https://t.co/qFWPuntQ2v https://t.co/I2VWs9VYwV
Other	@RepThomasMassie WE'RE NOT AT WAR W RUSSIA! WHAT THE HELL DO YOU THIEVING SCUMBAGS THINK YOU ARE DOING?! WE DO NOT APPROVE OF THIS THIEVERY IN OUR GOVT! AND WE DO NOT SUPPORT THE NAZIS RUNNING UKRAINE EITHER!
True	@thecranesbill @GregClinker @HQGhent @SamRamani2 The only thing that is misplaced is your ignorance ! Guess all the death and destruction is staged then REECE ? 🤦This war is real and actualy happening not far away from my home. So please STFU !!!
Other	@ArtValley818_ WTF? Is this staged or real? My deceased Korean War vet dad is turning over in his grave right now! Not many of us alpha males left out there anymore!
True	@Karl_Mpls Twitter removed some of these tweets due to violating twitter rules.  Also, the attack is confirmed real by journalists who were there n Mariupol covering the war. https://t.co/o4BnWKWKoF
Other	Russian opposition leader Aleksei A. Navalny said Russia’s state media bore much of the blame for alleged atrocities by Russian forces in Ukraine because of how much hatred they had sowed. He called for international sanctions against Russian state TV https://t.co/drZzGIubcS
Other	"Russia attacking more than 20 schools a day in Ukraine, Save the Children says 
https://t.co/q0lUTXxZlK"
True	"@Ernestonewage The War is real enough!
Fake background is simply to not give away his where abouts, understandable when you have a price on your head. Staged war you say, speak to someone who has relatives or friends still in Ukraine and contrast the information."
False	"they are literally working together to make it all happen! they are working together when they make peace, and they are working together when they make war... 
they are working together! 

real wars are being staged with real lives at risk. 
""it's the banks not the tanks"""
Other	"image building real time for our army #Bajwa,not by producing dramas like sin fe ahan etc.""Bikhari"" nation cannot afford these heavy budget productions just to uplift their image via staged dramas and apparently become neutral in a clear war between""Haq &; Batil"". Sunday/black day"
Other	Will Mercenaries and Foreign Fighters Change the Course of Ukraine’s War? U.S. and British officials say that Russia is now scrambling to mobilize mercenaries from the notori... Trending:  https://t.co/aCEJijMw16 #Ukraine
Other	"@Norrsteinn @VillageAttache @harding_iain @olex_scherba Food commodity prices are bound to rise given an exacerbation in crop shortages stemming from an ongoing ""war"" in Ukraine. Given Russia's current policy of blackmailing other countries to further its geopolitical agenda,  you can safely assume many people will starve to death."
Other	"The @DNC  members can not stop having @mfa_russia  as a foil to propel themselves as ""staged Media"" Heroes.. Biden is the real criminal, violated oath of office,+ $billions in Drugs from MEX &; Afghanistan. 3-21POTUS= Putin a “war criminal,” “murderous dictator,” &; “a pure thug.” https://t.co/RWKamL45lP"
Other	@Refusenik19 @KyivIndependent Well if it is real and not staged by russia I think these soldiers should be arrested and trialed for war crimes but I highly doubt that these were Ukrainian soldiers shooting them in the legs it probably was the other way around because russia has been only lying since the start
Other	No I'm not spreading disinformation or misinformation or supporting Russia or Chechnyan Troops or their Country at war. Why cant we see this without censorship? Is it real or staged? So far it hasnt been removed and I dont care other than its our Freedom of Speech under attack
Other	"@RALee85 Killing a POW is a crime. 
But there's no war, according to Russia, so there can't be any prisoners of war. 
It could be taken as a criminal act done by affect. I personally can count quite a lot reasons to be more than enough affected in Ukraine these days."
True	Fact check: False claim that the Russia-Ukraine conflict is 'scripted and staged' [Ah, such ignorant, lying people foolishlessly say there's no invasion and war by Russia into Ukraine!] https://t.co/UvSCYUPIFa via @usatoday
Other	"@POTUS It's written in the scrip-ture ""Chernobyl,"" they are high frequency synthetics, as are  all politicians, and you not-see that. War and mayhem is staged by the deadrealm and its organized synthetics so you'll think real humans and earth is evil. Real humans are not politicians."
Other	"Watch ""Both Mariupol Frontlines Under Fire Special Report. Russia - Ukraine War"" on YouTube https://t.co/LyB8cAPKkF"
Other	@masterpolitcal @ZohaliTweets @real_lord_miles @JohnMVegas Yes. They wanted money out of the war. 9/11 was not staged though. Only Schizo's believe in that bologna.
Other	"@KatherineLilles @IAPonomarenko As Eilly Logan’s wife proclaimed, “Attention must be paid.”

I always considered porn to be staged and a fantasy of sorts. This is not war porn….it is real."
False	"@vijeta11w @MaajidNawaz There is war, that we know.
I stumbled even on a Twitter corner full of folks that proclaim that the war is not even real, that it’s all staged. That’s where is my line.
It is war, and the longer it keeps going, the more F’ed up it will be and the more reality will be blurred."
Other	"As #Ukraine war drags on, #Putin's high approval rating in #Russia drop

#putin lose
 https://t.co/k33xiIschB"
Other	@talkRADIO @JuliaHB1 @JSHeappey Neo-nazis bombed hospital it was all staged to help Ukraine get WW3 started by having a no fly zone that they have been calling for for the last week. They are not going to get boots on the ground otherwise. They are preparing us for a real war
Other	The horror in Bucha described by President Zelensky. Russians soldiers raped women, tortured and  killed civilians, women children. #WarCrime https://t.co/uoq4CgTzAP
Other	"I have a real problem with cavalier attitudes about war.

What led us to this point?  The Ukrainian government bombing its own people for 8 years after a CIA coup.

We have seen how these scenes have been staged for over a month.

I want real evidence.  Not propaganda. https://t.co/DtdDxxSsw3"
Other	EU Big Business/WEF controlled-opposition puppet promotes old Cold War propaganda against Russia, conveniently timed for Ukraine psyop against Putin. Lured gullible audience w/staged speech, criticizing WEF Young Global Leader Justin Trudeau. Real dissent not allowed in EU. https://t.co/oPh1JZxesr
False	So here we are in “cold &; flu” season and still no outbreak? Wake up #COVID19 and the variants are the cold and flu … change my mind … even after 2 years not once have they isolated Covid-19 because if they did they would have a real vaccine not MRNA gene therapy
False	@GBNEWS I have a 99.9% survival rate for ALL variants of Covid. I don’t need an experimental gene therapy shot that also doesn’t work &; has ZERO LONG TERM side-effect studies. I don’t want what these corrupt lobbyist drug companies are pushing for something I already survived in 2020. https://t.co/vPYPFM4fgL
True	@troymac20 @SandiG96522772 @NSBooklady2 @smostars @MaryLTrump @Spotify @jonimitchell @nilslofgren Gene Therapy- claim- the covid vaccines aren’t actually vaccines, but we’re “gene therapy”. “This is gene therapy; it’s a different thing. Truth- gene therapy involves modifying a persons genes, which the mRNA vaccines don’t do. Instead, they teach callers how to recognize a
Other	✅Hydro Quebec signs 40-year deal with Brookfield Renewables for clean energy⁉️ https://t.co/Flik0y7AcY #electric #grid #solar #renewableenergy #wind #green #business #forbes #powertothepeople #earth #directpower #germany #boom #realtalk #clean #power https://t.co/R3XLFW82WJ
Other	The level of attention given to multicultural audiences is set to grow in 2022 as more businesses recognize how important they are. As marketers, our approach must take many factors into account. This @forbes article highlights key points to consider. https://t.co/NAmBvZvJJF
Other	During the “great resignation,” millions of Americans chose to retire within the past year, but for those who retired, a surprising number chose not to take Social Security right away. Learn the simple reason why in this article. https://t.co/DZngrODK4B
False	"@mercnews Yet the covid ""vaccine"" gene therapy doesn't have any long term effects?"
False	@WBrettWilson Soften the mandate for cross border trucking but force the rest of Canadians to receive “gene therapy” that does nothing to stop the spread of Covid and more and more epidemiologist are saying there can be risks to taking this experimental shot ! Glad you aren’t on our side 🤡
Other	In this article for @Forbes, our CEO, Simon Allen, shares why he’s hopeful about narrowing the digital divide in education: https://t.co/5azQ6RCr7e
Other	@JohnSmi45184806 @alcibiarque @APHealthScience @AP If gene therapy is the evil mind control secret plan of Bill Gates to kill 3/4 of the population when it comes to covid vaccines, then it's the same when it comes to fighting cancer. It's as simple as that.
False	@GBNEWS Nonsense. It's just a rational informed understanding that the risks from the 3 million plus adverse reactions experimental gene therapy is a higher risk than the risk from covid for most people aged under 70
False	@yesisworld kids younger than 5? how about the World being injected with a still experimental gene therapy that doesn't work, while Ivermectin is 86% effective at preventing COVID and has a proven track record with no significant long term side effects?
False	Yes… follow the rules and the covid jab or boosters are not vaccines… they are gene therapy experimental drugs! When I went to Africa I took yellow fever, tetanus and others that were real vaccines against diseases not experimental drugs https://t.co/X28XhAWhCS
False	"@MaGJr80 @lala_whatsup @jkenney Lying about the RCMP, lying about ""safe and effective"" EXPERIMENTAL mRNA gene therapy ""vaccine""; lying about dying ""with"" and ""from"" covid. This has been one big coercive psychological operation #CrimesAgainstHumanity #NurembergTrialsForCovid #HonkHonk2022"
False	@JackTors11245 @gilmore_scout @DACDAC4DAC I never had covid and i am not touching those experimental gene therapy serums for the whole money and wishes in the world. And i never protected myself...except Vit D in winter and my own immune system. No masks no social distancing, nothing.
Other	@cruelabattoirs @DrHWeb @mr_calvero @Forbes @IUCNSULi @africa_resource @HackneyAbbott @LeadersSouthern Who exactly am I cozying up to, what are you basing that on? I thought there were good points in the article, apparently so did you, so unsure of where the 'cozying up' comes from? That seems disingenuous to me ...
True	@steven09883401 @hovr20 @JustEye33 The vaccine is a vaccine. It is not a gene therapy and it does work. Kept me with a chronic lung disease out of the hospital when I got covid a few weeks ago.
False	@ManLikeJinby The vaccine could be gene therapy for all we know. It’s been out for less than 2 years. Lockdowns don’t work, masks don’t work, vaccine doesn’t work. Nothing has worked. Covid is still just as prevalent as it was in 2020. Still not seeing where he’s the crazy one
Other	@kevingt5691 @JenniferVersus @WSJ Lol bro relax. He’s quoting the article from Forbes that you linked. Have YOU read your own article? Do you know what it means for the DOE to insinuate that debt cancellation (which Biden campaigned) is the same as nonaccrued interest due to pandemic relief loan deferment?Its NOT https://t.co/aSnCujw3aB
False	@BlondiieMama Nothing about COVID has been presented honestly. The real data is there in plain sight but the packaging is designed to create a false impression of reality. It is not a vaccine anyway but a drug, a gene therapy, which even Moderna describes it as.
Other	Forbes insiders slam deal with SPAC initially funded by China sovereign wealth fund | Daily Mail Online https://t.co/GROG7Bri01
False	@PHoppy2010 @DrAseemMalhotra Video of Moderna CEO: https://t.co/sPYwHe7CHv
